Ubicación,Código de moneda,CPV prom.,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Todas las conv.,Clics,CTR,Porcentaje de conv.,Conversiones,Costo/conv.
"3.0|km|Chimbas, San Juan",ARS,0,"40,37",42962,113,"0,26%","15,35","1734,22","19,32",113,"0,26%","16,22%","18,32","94,64"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"472,98",3657,266,"7,27%","6,5","1729,7",6,172,"4,7%",0%,0,0
"4.0|km|Guaymallén, Mendoza",ARS,0,"56,48",30626,148,"0,48%","11,69","1729,62","9,36",148,"0,48%","4,3%","6,36","271,95"
Ciudad de Santiago del Estero,ARS,0,"133,17",12959,286,"2,21%","6,03","1725,78","30,02",190,"1,47%","3,15%","9,02","191,33"
"Rosario, Provincia de Santa Fe",ARS,0,"44,54",38732,41,"0,11%","42,07","1725,03",0,41,"0,11%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"239,31",7201,313,"4,35%","5,51","1723,25",2,97,"1,35%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"110,53",15571,314,"2,02%","5,48","1721,04",8,314,"2,02%","2,23%",7,"245,86"
"San Juan, Provincia de San Juan",ARS,0,73,23571,496,"2,1%","3,47","1720,75",38,452,"1,92%","6,85%",34,"50,61"
"3.0|km|Guaymallén, Mendoza",ARS,0,"125,29",13732,203,"1,48%","8,48","1720,47","8,28",201,"1,46%",0%,0,0
"5.0|km|Villa Krause, San Juan",ARS,0,"35,83",48008,62,"0,13%","27,74","1720,14","1,9",62,"0,13%","1,45%","0,9","1909,24"
"Mendoza, Provincia de Mendoza",ARS,"2,36","402,45",4272,948,"22,19%","1,81","1719,26","48,19",23,"0,54%","4,87%","46,19","37,22"
"3.0|km|Guaymallén, Mendoza",ARS,0,"129,74",13236,263,"1,99%","6,53","1717,24","18,07",263,"1,99%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"215,28",7971,311,"3,9%","5,52","1715,99","5,01",311,"3,9%","1,61%","5,01","342,58"
"Resistencia, Provincia del Chaco",ARS,0,"50,75",33794,550,"1,63%","3,12",1715,"16,5",493,"1,46%","2,64%","14,5","118,24"
Posadas,ARS,0,"89,17",19228,86,"0,45%","19,94","1714,57","6,01",86,"0,45%","5,82%","5,01","342,34"
"San Juan, Provincia de San Juan",ARS,0,"192,85",8890,330,"3,71%","5,2","1714,48",6,180,"2,02%","0,61%",2,"857,24"
"3.0|km|Guaymallén, Mendoza",ARS,0,"64,48",26566,36,"0,14%","47,59","1713,1",0,36,"0,14%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"70,83",24117,570,"2,36%",3,"1708,24",55,563,"2,33%","9,47%",54,"31,63"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"146,55",11650,59,"0,51%","28,94","1707,32","8,23",59,"0,51%","13,95%","8,23","207,43"
Ciudad de Corrientes,ARS,0,"47,33",36013,755,"2,1%","2,26","1704,6",16,751,"2,09%","1,99%",15,"113,64"
"4.0|km|Fontana, Chaco",ARS,0,"1349,55",1259,58,"4,61%","29,29","1699,09",1,43,"3,42%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"80,69",21008,103,"0,49%","16,46","1695,22","9,02",103,"0,49%","3,9%","4,02","421,52"
Posadas,ARS,0,"86,98",19452,15,"0,08%","112,79","1691,85",0,15,"0,08%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"296,03",5715,238,"4,16%","7,11","1691,8",12,212,"3,71%","0,84%",2,"845,9"
Salta,ARS,0,"125,74",13414,495,"3,69%","3,41","1686,69",4,444,"3,31%","0,61%",3,"562,23"
"5.0|km|Villa Krause, San Juan",ARS,0,"84,19",20035,68,"0,34%","24,8","1686,69","5,27",68,"0,34%","6,28%","4,27","394,98"
"Rafaela, Provincia de Santa Fe",ARS,0,"68,19",24720,151,"0,61%","11,16","1685,77","254,46",151,"0,61%","123,48%","186,46","9,04"
"3.0|km|Rafaela, Santa Fe",ARS,0,"74,83",22523,103,"0,46%","16,36","1685,49","44,41",103,"0,46%","31,47%","32,41",52
"2.0|km|Manantial, Tucumán",ARS,0,"402,12",4179,334,"7,99%","5,03","1680,47","16,04",334,"7,99%","0,31%","1,02","1646,82"
Ciudad de Corrientes,ARS,0,"65,83",25487,70,"0,27%","23,97","1677,7",7,70,"0,27%",0%,0,0
Salta,ARS,0,"85,73",19552,14,"0,07%","119,73","1676,23",0,14,"0,07%",0%,0,0
"5.0|km|Posadas, Misiones",ARS,0,"81,88",20471,70,"0,34%","23,95","1676,18","2,91",70,"0,34%","2,72%","1,91","878,85"
"3.0|km|Villa Krause, San Juan",ARS,0,"52,04",32172,93,"0,29%",18,"1674,25",5,93,"0,29%",0%,0,0
"3.0|km|Villa Allende, Córdoba",ARS,0,"429,7",3890,179,"4,6%","9,34","1671,55",1,167,"4,29%","0,56%",1,"1671,55"
"Encarnación, Itapúa, Paraguay",ARS,0,"26,81",62279,94,"0,15%","17,77","1670,01",12,94,"0,15%",0%,0,0
Ciudad de Corrientes,ARS,0,"25,99",64256,215,"0,33%","7,77","1669,88","5,09",215,"0,33%","2,37%","5,09","327,86"
"Resistencia, Provincia del Chaco",ARS,0,"28,68",58197,234,"0,4%","7,13","1669,13","50,19",234,"0,4%","19,74%","46,19","36,13"
"Mendoza, Provincia de Mendoza",ARS,0,"161,86",10309,18,"0,17%","92,7","1668,6",8,18,"0,17%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"77,11",21602,20,"0,09%","83,28","1665,66",0,20,"0,09%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"78,92",21072,20,"0,09%","83,15","1663,08",0,20,"0,09%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"719,8",2309,129,"5,59%","12,88","1662,01",0,51,"2,21%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"257,78",6446,354,"5,49%","4,69","1661,67",202,169,"2,62%","24,29%",86,"19,32"
"San Juan, Provincia de San Juan",ARS,0,"51,72",32112,43,"0,13%","38,63","1660,93","14,94",43,"0,13%","6,84%","2,94","564,87"
Posadas,ARS,0,"182,55",9098,397,"4,36%","4,18","1660,8",21,371,"4,08%","5,04%",20,"83,04"
"Rafaela, Provincia de Santa Fe",ARS,0,"47,46",34969,71,"0,2%","23,37","1659,46","89,92",71,"0,2%","12,57%","8,93","185,9"
"2.0|km|Villa Krause, San Juan",ARS,0,"545,96",3036,169,"5,57%","9,81","1657,52",0,169,"5,57%",0%,0,0
Salta,ARS,0,"106,81",15517,103,"0,66%","16,09","1657,4","98,77",103,"0,66%","92,01%","94,77","17,49"
"4.0|km|Fontana, Chaco",ARS,0,"272,69",6062,320,"5,28%","5,17","1653,07",17,298,"4,92%","5,31%",17,"97,24"
"3.0|km|Rivadavia, San Juan",ARS,0,"737,77",2240,142,"6,34%","11,64","1652,6",2,137,"6,12%","0,7%",1,"1652,6"
"3.0|km|Maipú, Mendoza",ARS,0,"50,69",32528,27,"0,08%","61,07","1648,77",4,27,"0,08%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,333,4948,195,"3,94%","8,45","1647,7",4,187,"3,78%","1,03%",2,"823,85"
"Resistencia, Provincia del Chaco",ARS,0,"322,53",5107,225,"4,41%","7,32","1647,17",17,88,"1,72%","7,56%",17,"96,89"
"Mendoza, Provincia de Mendoza",ARS,0,"55,86",29390,117,"0,4%","14,03","1641,81","5,17",117,"0,4%","2,71%","3,17","517,26"
"3.0|km|Rafaela, Santa Fe",ARS,0,"234,36",6998,250,"3,57%","6,56","1640,07",3,199,"2,84%","0,8%",2,"820,03"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"769,82",2129,226,"10,62%","7,25","1638,96",32,80,"3,76%","1,77%",4,"409,74"
Ciudad de Corrientes,ARS,0,"78,09",20968,22,"0,1%","74,43","1637,36",0,22,"0,1%",0%,0,0
Ciudad de Santiago del Estero,ARS,0,"138,61",11806,450,"3,81%","3,64","1636,46",86,295,"2,5%","11,56%",52,"31,47"
"3.0|km|Guaymallén, Mendoza",ARS,0,"539,28",3032,155,"5,11%","10,55","1635,11",8,148,"4,88%","5,16%",8,"204,39"
"San Juan, Provincia de San Juan",ARS,0,"1755,65",931,49,"5,26%","33,36","1634,51",1,19,"2,04%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"990,81",1649,88,"5,34%","18,57","1633,85",0,70,"4,24%",0%,0,0
"2.0|km|Rafaela, Santa Fe",ARS,0,"80,08",20385,7,"0,03%","233,19","1632,34",0,7,"0,03%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"176,56",9241,284,"3,07%","5,75","1631,61",54,124,"1,34%",0%,0,0
"10.0|km|Villa Allende, Córdoba",ARS,0,"43,86",37097,95,"0,26%","17,13","1627,09","138,73",95,"0,26%","121,83%","115,73","14,06"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"639,15",2543,127,"4,99%","12,8","1625,36",0,123,"4,84%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"43,06",37714,95,"0,25%","17,1","1624,04","29,98",95,"0,25%","8,4%","7,98","203,54"
"Resistencia, Provincia del Chaco",ARS,0,"108,65",14938,438,"2,93%","3,71","1622,98",24,244,"1,63%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"684,61",2366,92,"3,89%","17,61","1619,78",0,90,"3,8%",0%,0,0
"4.0|km|Maipú, Mendoza",ARS,0,"594,64",2715,137,"5,05%","11,78","1614,45",0,134,"4,94%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"449,54",3591,229,"6,38%","7,05","1614,29",5,210,"5,85%","1,75%",4,"403,57"
"Rafaela, Provincia de Santa Fe",ARS,0,"32,64",49427,240,"0,49%","6,72","1613,52","176,39",240,"0,49%","60,58%","145,39","11,1"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"78,48",20542,19,"0,09%","84,85","1612,23",0,19,"0,09%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"499,86",3221,208,"6,46%","7,74","1610,05",33,192,"5,96%","15,38%",32,"50,31"
"3.0|km|Guaymallén, Mendoza",ARS,0,"495,35",3250,134,"4,12%","12,01","1609,9",3,134,"4,12%","2,24%",3,"536,63"
"5.0|km|Chimbas, San Juan",ARS,0,"47,09",34169,48,"0,14%","33,52","1608,9","1,14",48,"0,14%","2,36%","1,14","1417,5"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"252,35",6373,62,"0,97%","25,94","1608,23",2,62,"0,97%",0%,0,0
"4.0|km|Paseo Super Lugones, Córdoba",ARS,0,"81,54",19687,16,"0,08%","100,33","1605,23",0,16,"0,08%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"193,41",8297,251,"3,03%","6,39","1604,69","17,51",162,"1,95%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"276,1",5809,254,"4,37%","6,31","1603,86",12,210,"3,62%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"524,41",3057,156,"5,1%","10,28","1603,11",18,135,"4,42%","9,62%",15,"106,87"
Salta,ARS,0,"316,79",5060,292,"5,77%","5,49","1602,95",2,292,"5,77%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"162,03",9878,142,"1,44%","11,27","1600,56","9,82",142,"1,44%","5,51%","7,82","204,61"
"3.0|km|Maipú, Mendoza",ARS,0,"239,63",6660,473,"7,1%","3,37","1595,96",13,472,"7,09%","2,54%",12,133
Ciudad de Corrientes,ARS,"0,35","81,34",19609,8945,"45,62%","0,18","1595,04",2,33,"0,17%",0%,0,0
Posadas,ARS,0,"39,78",40094,64,"0,16%","24,92","1594,75","4,96",64,"0,16%","1,51%","0,96","1653,55"
Salta,ARS,0,"673,27",2366,120,"5,07%","13,27","1592,96",0,48,"2,03%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"43,38",36669,422,"1,15%","3,77","1590,76",24,422,"1,15%","5,45%",23,"69,17"
Ciudad de Corrientes,ARS,0,"41,41",38217,602,"1,58%","2,63","1582,38","15,08",561,"1,47%","1,95%","11,74","134,78"
"San Juan, Provincia de San Juan",ARS,0,"207,7",7607,393,"5,17%","4,02","1579,96",16,226,"2,97%","2,04%",8,"197,49"
"Encarnación, Itapúa, Paraguay",ARS,0,"51,42",30673,895,"2,92%","1,76","1577,32",36,893,"2,91%","3,69%",33,"47,8"
"3.0|km|Guaymallén, Mendoza",ARS,0,"426,97",3693,77,"2,09%","20,48","1576,78",14,73,"1,98%","5,19%",4,"394,2"
"San Juan, Provincia de San Juan",ARS,0,"380,37",4133,131,"3,17%",12,"1572,08",1,59,"1,43%","0,76%",1,"1572,08"
Ciudad de Corrientes,ARS,0,"33,85",46423,827,"1,78%","1,9","1571,24",24,816,"1,76%","2,9%",24,"65,47"
"Mendoza, Provincia de Mendoza",ARS,0,"120,48",13019,24,"0,18%","65,35","1568,48",8,24,"0,18%",0%,0,0
3.0|km|Santiago del Estero,ARS,0,"165,19",9473,175,"1,85%","8,94","1564,84",2,166,"1,75%","1,14%",2,"782,42"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"35,35",44261,87,"0,2%","17,98","1564,5","4,6",87,"0,2%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"370,32",4223,236,"5,59%","6,63","1563,86","21,95",225,"5,33%","8,88%","20,95","74,63"
"3.0|km|Guaymallén, Mendoza",ARS,0,"409,23",3821,117,"3,06%","13,36","1563,68",6,92,"2,41%","2,56%",3,"521,23"
"5.0|km|Corrientes, Corrientes",ARS,0,"41,06",38077,51,"0,13%","30,65","1563,33",0,51,"0,13%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"647,1",2413,170,"7,05%","9,19","1561,46",3,155,"6,42%","1,76%",3,"520,49"
Ciudad de Corrientes,ARS,0,"118,37",13191,174,"1,32%","8,97","1561,4","22,15",117,"0,89%","11,58%","20,15","77,49"
"7.0|km|San Miguel de Tucumán, Tucumán",ARS,0,"127,58",12232,14,"0,11%","111,47","1560,52",0,14,"0,11%",0%,0,0
"5.0|km|Salta, Ciudad de Córdoba, Córdoba",ARS,0,"114,94",13566,184,"1,36%","8,47","1559,32","7,01",184,"1,36%","0,55%","1,01","1543,83"
"San Juan, Provincia de San Juan",ARS,0,"1804,36",862,88,"10,21%","17,67","1555,36",2,16,"1,86%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"64,57",24059,23,"0,1%","67,54","1553,53",0,23,"0,1%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"404,33",3838,333,"8,68%","4,66","1551,81",8,263,"6,85%","1,5%",5,"310,36"
"3.0|km|Chimbas, San Juan",ARS,0,"934,46",1660,74,"4,46%","20,96","1551,2",0,68,"4,1%",0%,0,0
"3.0|km|Banda del Río Salí, Tucumán",ARS,0,"280,71",5524,203,"3,67%","7,64","1550,67",71,177,"3,2%","1,48%",3,"516,89"
"4.0|km|Fontana, Chaco",ARS,0,"1812,6",854,35,"4,1%","44,23","1547,96",9,35,"4,1%",0%,0,0
Ciudad de Corrientes,ARS,0,"48,31",32033,179,"0,56%","8,65","1547,57","0,5",179,"0,56%","0,28%","0,5","3095,15"
"San Juan, Provincia de San Juan",ARS,0,"78,79",19636,21,"0,11%","73,67","1547,1",0,21,"0,11%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"93,27",16566,434,"2,62%","3,56","1545,14",23,416,"2,51%","4,84%",21,"73,58"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"48,74",31673,128,"0,4%","12,06","1543,75","39,19",128,"0,4%","23,59%","30,19","51,13"
Ciudad de Corrientes,ARS,0,"170,93",9029,240,"2,66%","6,43","1543,34",5,137,"1,52%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"43,58",35412,40,"0,11%","38,58","1543,26",10,40,"0,11%",0%,0,0
"3.0|km|Posadas, Misiones",ARS,0,"187,72",8207,176,"2,14%","8,75","1540,65",24,143,"1,74%","13,64%",24,"64,19"
"Rafaela, Provincia de Santa Fe",ARS,0,"238,93",6447,198,"3,07%","7,78","1540,39","240,67",117,"1,81%","9,39%","18,6","82,82"
"3.0|km|Chimbas, San Juan",ARS,0,"206,96",7436,277,"3,73%","5,56","1538,95",36,246,"3,31%","0,36%",1,"1538,95"
"20.0|millas|Alderetes, Tucumán",ARS,0,"60,31",25502,80,"0,31%","19,22",1538,4,80,"0,31%",5%,4,"384,5"
"20.0|millas|Maipú, Mendoza",ARS,0,"39,84",38600,66,"0,17%","23,3","1537,82",5,66,"0,17%","3,03%",2,"768,91"
"6.0|km|Tafí Viejo, Tucumán",ARS,0,"2128,64",722,30,"4,16%","51,23","1536,88",1,30,"4,16%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"184,58",8322,48,"0,58%",32,"1536,11",0,48,"0,58%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"85,59",17938,14,"0,08%","109,67","1535,34",0,14,"0,08%",0%,0,0
"3.0|km|Posadas, Misiones",ARS,0,"53,5",28687,71,"0,25%","21,62","1534,7","12,46",71,"0,25%","17,55%","12,46","123,16"
Salta,ARS,0,"44,72",34303,188,"0,55%","8,16","1533,91","77,58",188,"0,55%","33,82%","63,58","24,13"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"304,7",5023,437,"8,7%","3,5","1530,48",58,369,"7,35%","12,13%",53,"28,88"
"3.0|km|Manantial, Tucumán",ARS,0,"413,6",3698,174,"4,71%","8,79","1529,48",3,153,"4,14%","1,72%",3,"509,83"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"217,98",7014,114,"1,63%","13,41","1528,93",3,109,"1,55%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"50,26",30412,30,"0,1%","50,95","1528,47",5,30,"0,1%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"35,18",43402,128,"0,29%","11,93","1526,94","66,81",128,"0,29%","30,32%","38,81","39,34"
"Encarnación, Itapúa, Paraguay",ARS,0,"48,37",31567,935,"2,96%","1,63","1526,75",46,915,"2,9%","4,81%",45,"33,93"
"Encarnación, Itapúa, Paraguay",ARS,0,"108,73",14013,649,"4,63%","2,35","1523,69",3,310,"2,21%","0,46%",3,"507,9"
"4.0|km|Maipú, Mendoza",ARS,0,"67,74",22486,24,"0,11%","63,47","1523,29",2,24,"0,11%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"629,68",2417,99,"4,1%","15,37","1521,92",0,92,"3,81%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"410,25",3707,78,"2,1%","19,5","1520,78",1,78,"2,1%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"46,66",32586,105,"0,32%","14,48","1520,44","27,1",105,"0,32%","24,86%","26,1","58,26"
"4.0|km|Guaymallén, Mendoza",ARS,0,"357,2",4255,208,"4,89%","7,31","1519,88",9,196,"4,61%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"40,91",37144,48,"0,13%","31,65","1519,38",0,48,"0,13%",0%,0,0
Ciudad de Corrientes,ARS,0,"34,35",44232,101,"0,23%","15,04","1519,23","4,27",101,"0,23%","1,26%","1,27","1195,61"
"Encarnación, Itapúa, Paraguay",ARS,"0,7","249,19",6091,2503,"41,09%","0,61","1517,79","129,7",69,"1,13%","4,02%","100,7","15,07"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"50,15",30167,108,"0,36%","14,01","1512,98","2,76",108,"0,36%","2,56%","2,76","547,4"
"Encarnación, Itapúa, Paraguay",ARS,0,"69,56",21734,791,"3,64%","1,91","1511,82",36,666,"3,06%","0,88%",7,"215,97"
"Encarnación, Itapúa, Paraguay",ARS,0,"49,02",30780,1121,"3,64%","1,35","1508,89",30,874,"2,84%","2,68%",30,"50,3"
"3.0|km|Maipú, Mendoza",ARS,0,"896,73",1681,63,"3,75%","23,93","1507,4",0,42,"2,5%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"353,59",4256,163,"3,83%","9,23","1504,87",2,132,"3,1%","0,61%",1,"1504,87"
"Rafaela, Provincia de Santa Fe",ARS,0,"80,95",18570,48,"0,26%","31,32","1503,17",8,48,"0,26%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,"0,35","81,3",18469,8495,46%,"0,18","1501,49","4,07",16,"0,09%","0,01%","1,07","1403,13"
"3.0|km|Chimbas, San Juan",ARS,0,"423,89",3541,144,"4,07%","10,42","1500,98","9,3",141,"3,98%","6,46%","9,3","161,35"
"5.0|millas|Rivadavia, San Juan",ARS,0,"63,62",23586,43,"0,18%","34,89","1500,44",5,43,"0,18%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"357,41",4192,182,"4,34%","8,23","1498,28",3,182,"4,34%","1,1%",2,"749,14"
"Mendoza, Provincia de Mendoza",ARS,0,"428,69",3489,247,"7,08%","6,06","1495,7",4,195,"5,59%","1,21%",3,"498,57"
"3.0|km|Córdoba, Córdoba",ARS,0,"36,16",41360,38,"0,09%","39,35","1495,44",2,38,"0,09%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"543,72",2749,78,"2,84%","19,16","1494,69",7,63,"2,29%","8,97%",7,"213,53"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"53,1",28096,48,"0,17%","31,08","1491,99",2,48,"0,17%",0%,0,0
"3.0|km|Hiper Super, Santiago del Estero",ARS,0,"81,98",18164,13,"0,07%","114,54","1489,07",1,13,"0,07%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"581,58",2554,139,"5,44%","10,69","1485,36",0,119,"4,66%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"260,93",5692,243,"4,27%","6,11","1485,21",14,97,"1,7%","5,76%",14,"106,09"
"3.0|km|Guaymallén, Mendoza",ARS,0,"46,13",32142,44,"0,14%","33,7","1482,61",2,44,"0,14%",0%,0,0
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"36,22",40834,201,"0,49%","7,36","1478,92","68,68",201,"0,49%","26,71%","53,68","27,55"
"San Juan, Provincia de San Juan",ARS,0,"190,21",7770,187,"2,41%","7,9","1477,96",9,94,"1,21%","4,28%",8,"184,75"
"San Juan, Provincia de San Juan",ARS,0,"1647,58",897,65,"7,25%","22,74","1477,88",1,19,"2,12%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"1724,87",856,50,"5,84%","29,53","1476,49",0,34,"3,97%",0%,0,0
"2.0|km|Vaqueros, Salta",ARS,0,"133,84",11018,214,"1,94%","6,89","1474,62","69,69",214,"1,94%","5,75%","12,31","119,82"
Ciudad de Corrientes,ARS,0,"46,08",31979,52,"0,16%","28,34","1473,64",0,52,"0,16%",0%,0,0
Ciudad de Corrientes,ARS,0,"261,87",5612,247,"4,4%","5,95","1469,61",6,247,"4,4%",0%,0,0
Posadas,ARS,0,"70,9",20708,38,"0,18%","38,64","1468,2",8,38,"0,18%","7,89%",3,"489,4"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"989,07",1484,76,"5,12%","19,31","1467,78",0,53,"3,57%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"552,26",2657,186,7%,"7,89","1467,35",5,186,7%,"1,08%",2,"733,68"
"3.0|km|Guaymallén, Mendoza",ARS,0,"361,55",4047,301,"7,44%","4,86","1463,2",7,301,"7,44%","1,99%",6,"243,87"
"3.0|km|Rivadavia, San Juan",ARS,0,"207,42",7049,423,6%,"3,46","1462,13",5,420,"5,96%","1,18%",5,"292,43"
"San Juan, Provincia de San Juan",ARS,"2,24","364,19",4011,866,"21,59%","1,69","1460,77","62,05",17,"0,42%","5,66%","49,05","29,78"
"Rosario, Provincia de Santa Fe",ARS,0,"40,3",36230,44,"0,12%","33,19","1460,21",0,44,"0,12%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,"2,1","330,74",4408,951,"21,57%","1,53","1457,89","162,12",21,"0,48%","13,89%","132,12","11,03"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"48,38",30119,36,"0,12%","40,48","1457,11",7,36,"0,12%",0%,0,0
"3.0|km|Posadas, Misiones",ARS,0,"33,05",44074,114,"0,26%","12,78","1456,54","16,04",114,"0,26%","7,05%","8,04","181,16"
"3.0|km|Rivadavia, San Juan",ARS,0,"355,71",4094,366,"8,94%","3,98","1456,26",8,341,"8,33%","1,91%",7,"208,04"
Posadas,ARS,0,"42,84",33976,639,"1,88%","2,28","1455,68",21,632,"1,86%","2,82%",18,"80,87"
"4.0|km|Hipermercado Super, Avenida General Roca, San Miguel de Tucumán, Tucumán",ARS,0,"80,28",18098,11,"0,06%","132,08","1452,91",0,11,"0,06%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"49,87",29087,37,"0,13%","39,2","1450,46",23,37,"0,13%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"927,31",1561,131,"8,39%","11,05","1447,53",1,117,"7,5%","0,76%",1,"1447,53"
"3.0|km|Guaymallén, Mendoza",ARS,0,"869,13",1665,78,"4,68%","18,55","1447,09",4,73,"4,38%","2,56%",2,"723,55"
Ciudad de Corrientes,ARS,0,"61,67",23443,139,"0,59%","10,4","1445,68","4,37",139,"0,59%","3,14%","4,37","330,86"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"49,72",29076,216,"0,74%","6,69","1445,57","9,34",216,"0,74%","2,47%","5,34","270,9"
"5.0|km|Posadas, Misiones",ARS,0,"32,2",44778,68,"0,15%","21,21","1441,97","4,17",68,"0,15%","4,67%","3,17","454,24"
"Mendoza, Provincia de Mendoza",ARS,0,"80,48",17917,18,"0,1%","80,11","1441,94",28,18,"0,1%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"185,81",7749,185,"2,39%","7,78","1439,84","32,45",129,"1,66%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"169,44",8497,387,"4,55%","3,72","1439,76",8,384,"4,52%","1,03%",4,"359,94"
"Rafaela, Provincia de Santa Fe",ARS,0,"77,33",18582,22,"0,12%","65,31","1436,87",2,22,"0,12%",0%,0,0
Posadas,ARS,"0,37","81,53",17615,7781,"44,17%","0,18","1436,21",10,27,"0,15%","0,03%",2,"718,11"
"San Juan, Provincia de San Juan",ARS,0,"48,5",29613,36,"0,12%","39,89","1436,12",4,36,"0,12%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"578,99",2480,62,"2,5%","23,16","1435,89",1,62,"2,5%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"150,14",9546,12,"0,13%","119,43","1433,19",14,12,"0,13%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"93,39",15334,111,"0,72%","12,9","1432,02","15,15",111,"0,72%","13,65%","15,15","94,5"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"350,43",4083,236,"5,78%","6,06","1430,79",13,216,"5,29%","3,81%",9,"158,98"
3.0|km|San Juan,ARS,0,"200,1",7148,152,"2,13%","9,41","1430,31",0,134,"1,87%",0%,0,0
"2.0|km|Obanta, Tucumán",ARS,0,"9137,56",156,13,"8,33%","109,65","1425,46",0,13,"8,33%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"181,23",7862,15,"0,19%","94,99","1424,86",0,15,"0,19%",0%,0,0
Ciudad de Corrientes,ARS,0,"149,26",9517,11,"0,12%","129,14","1420,51",0,11,"0,12%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"72,89",19485,209,"1,07%","6,8","1420,26","22,17",209,"1,07%","10,13%","21,17","67,09"
