Ubicación,Código de moneda,CPV prom.,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Todas las conv.,Clics,CTR,Porcentaje de conv.,Conversiones,Costo/conv.
"4.0|km|La Banda, Santiago del Estero",ARS,0,36,12815,36,"0,28%","12,82","461,35","2,37",36,"0,28%","2,78%",1,"461,35"
"3.0|km|Guaymallén, Mendoza",ARS,0,"68,34",6745,6,"0,09%","76,82","460,94",1,6,"0,09%",0%,0,0
"2.0|km|Obanta, Tucumán",ARS,0,"532,03",865,92,"10,64%",5,"460,21",0,92,"10,64%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"665,78",691,41,"5,93%","11,22","460,05",0,41,"5,93%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"102,77",4472,9,"0,2%","51,06","459,58",0,9,"0,2%",0%,0,0
"2.0|km|Vaqueros, Salta",ARS,0,"455,86",1008,49,"4,86%","9,38","459,5",1,43,"4,27%","2,04%",1,"459,5"
"4.0|km|Fontana, Chaco",ARS,0,"278,21",1651,70,"4,24%","6,56","459,33",1,49,"2,97%","1,43%",1,"459,33"
"3.0|km|Maipú, Mendoza",ARS,0,"185,84",2467,16,"0,65%","28,65","458,47",2,16,"0,65%","12,5%",2,"229,23"
Ciudad de Corrientes,ARS,0,"82,15",5579,83,"1,49%","5,52","458,31","13,87",82,"1,47%","16,71%","13,87","33,04"
"2.0|km|Vaqueros, Salta",ARS,0,"653,55",700,27,"3,86%","16,94","457,48",0,23,"3,29%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"115,11",3974,120,"3,02%","3,81","457,46",9,119,"2,99%","7,5%",9,"50,83"
"Rafaela, Provincia de Santa Fe",ARS,0,"1292,55",353,27,"7,65%","16,9","456,27",0,13,"3,68%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"70,63",6460,401,"6,21%","1,14","456,24",4,170,"2,63%","0,75%",3,"152,08"
"5.0|km|Villa Krause, San Juan",ARS,0,"34,46",13231,12,"0,09%",38,"455,99","0,21",12,"0,09%","1,72%","0,21","2213,36"
"3.0|km|Rosario, Santa Fe",ARS,0,"41,55",10973,9,"0,08%","50,66","455,94",0,9,"0,08%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"336,15",1356,62,"4,57%","7,35","455,82",4,59,"4,35%","6,45%",4,"113,96"
"Resistencia, Provincia del Chaco",ARS,0,"41,78",10904,13,"0,12%","35,04","455,58",0,13,"0,12%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"64,4",7073,175,"2,47%","2,6","455,48",0,136,"1,92%",0%,0,0
"10.0|km|Villa Allende, Córdoba",ARS,0,"26,72",17025,46,"0,27%","9,89","454,98",3,46,"0,27%","2,17%",1,"454,98"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"154,42",2945,101,"3,43%","4,5","454,78",7,97,"3,29%","5,94%",6,"75,8"
"3.0|km|Rivadavia, San Juan",ARS,0,"397,35",1142,28,"2,45%","16,21","453,78",2,28,"2,45%","7,14%",2,"226,89"
"5.0|km|Yerba Buena, Tucumán",ARS,0,"139,2",3241,20,"0,62%","22,56","451,15","0,82",20,"0,62%","4,08%","0,82","553,06"
Ciudad de Corrientes,ARS,0,"321,47",1399,63,"4,5%","7,14","449,73",1,29,"2,07%","1,59%",1,"449,73"
"4.0|km|Fontana, Chaco",ARS,0,"63,86",7021,22,"0,31%","20,38","448,37","0,2",22,"0,31%","0,91%","0,2","2249,42"
"3.0|km|Alderetes, Tucumán",ARS,0,"314,93",1423,78,"5,48%","5,75","448,15","5,98",73,"5,13%","7,67%","5,98","74,88"
"3.0|km|Alderetes, Tucumán",ARS,0,"767,93",583,16,"2,74%","27,98","447,71",0,15,"2,57%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"457,59",977,57,"5,83%","7,84","447,07",0,57,"5,83%",0%,0,0
"3.0|km|Fontana, Chaco",ARS,0,"463,08",965,40,"4,15%","11,17","446,87",0,28,"2,9%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"461,78",965,40,"4,15%","11,14","445,62",2,29,"3,01%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"45,85",9719,15,"0,15%","29,71","445,61",0,15,"0,15%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"2015,96",221,7,"3,17%","63,65","445,53",1,7,"3,17%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"442,91",1003,39,"3,89%","11,39","444,24",0,38,"3,79%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"73,65",6029,219,"3,63%","2,03","444,05",1,97,"1,61%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"515,01",860,31,"3,6%","14,29","442,91",0,25,"2,91%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"479,81",923,17,"1,84%","26,05","442,86",0,13,"1,41%",0%,0,0
"2.0|km|Vaqueros, Salta",ARS,0,"1719,22",257,11,"4,28%","40,17","441,84",0,8,"3,11%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"74,03",5960,29,"0,49%","15,22","441,25",0,29,"0,49%",0%,0,0
Posadas,ARS,0,"38,99",11227,18,"0,16%","24,32","437,72",0,18,"0,16%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"156,83",2789,138,"4,95%","3,17","437,41",1,138,"4,95%","0,72%",1,"437,41"
"3.0|km|Chimbas, San Juan",ARS,0,"313,78",1393,94,"6,75%","4,65","437,1","12,07",85,"6,1%","2,15%","2,02","215,88"
"Encarnación, Itapúa, Paraguay",ARS,0,"39,51",11038,296,"2,68%","1,47","436,14",14,277,"2,51%","1,35%",4,"109,04"
"3.0|km|Chimbas, San Juan",ARS,0,"296,25",1472,93,"6,32%","4,69","436,08",0,92,"6,25%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"373,63",1165,103,"8,84%","4,23","435,28",6,103,"8,84%","4,85%",5,"87,06"
"3.0|km|Maipú, Mendoza",ARS,0,"836,5",520,47,"9,04%","9,25","434,98",0,31,"5,96%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"189,11",2298,19,"0,83%","22,87","434,58","21,58",19,"0,83%","113,55%","21,58","20,14"
"Rafaela, Provincia de Santa Fe",ARS,0,"193,79",2238,83,"3,71%","5,23","433,7",12,75,"3,35%","9,64%",8,"54,21"
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"122,23",3540,92,"2,6%","4,7","432,68",6,92,"2,6%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"285,52",1515,59,"3,89%","7,33","432,56",14,59,"3,89%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"375,8",1150,74,"6,43%","5,84","432,17",1,74,"6,43%","1,35%",1,"432,17"
"3.0|km|Banda del Río Salí, Tucumán",ARS,0,"77,68",5562,6,"0,11%","72,01","432,04",0,6,"0,11%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"34,08",12637,45,"0,36%","9,57","430,64",0,45,"0,36%",0%,0,0
"3.0|km|Banda del Río Salí, Tucumán",ARS,0,19,22662,45,"0,2%","9,57","430,49","2,15",45,"0,2%","4,78%","2,15","200,22"
"Encarnación, Itapúa, Paraguay",ARS,0,"85,52",5022,310,"6,17%","1,39","429,5",49,176,"3,5%",10%,31,"13,85"
"3.0|km|Vaqueros, Salta",ARS,0,"440,61",972,58,"5,97%","7,38","428,27",0,54,"5,56%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"70,51",6051,25,"0,41%","17,07","426,67","5,23",25,"0,41%","20,93%","5,23","81,55"
"3.0|km|Maipú, Mendoza",ARS,0,"358,21",1190,70,"5,88%","6,09","426,27",8,67,"5,63%","8,57%",6,"71,04"
"4.0|km|Fontana, Chaco",ARS,0,"767,98",555,49,"8,83%","8,7","426,23",0,23,"4,14%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"32,43",13141,33,"0,25%","12,91","426,14","2,4",33,"0,25%",0%,0,0
"3.0|km|Barrio Escobar, La Estación, Villa Krause, San Juan",ARS,0,"111,63",3806,1,"0,03%","424,86","424,86",0,1,"0,03%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"252,14",1685,13,"0,77%","32,68","424,85",0,13,"0,77%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"36,19",11698,70,"0,6%","6,05","423,34","18,92",70,"0,6%","22,74%","15,92","26,6"
"2.0|km|Obanta, Tucumán",ARS,0,"436,23",970,73,"7,53%","5,8","423,14","13,83",73,"7,53%","14,83%","10,83","39,09"
"20.0|millas|Vaqueros, Salta",ARS,0,"197,4",2142,14,"0,65%","30,2","422,82",0,14,"0,65%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"255,11",1656,140,"8,45%","3,02","422,47",7,140,"8,45%",5%,7,"60,35"
"3.0|km|Rafaela, Santa Fe",ARS,0,"42,5",9941,23,"0,23%","18,37","422,46","43,98",23,"0,23%","186,88%","42,98","9,83"
"4.0|km|Fontana, Chaco",ARS,0,"368,81",1145,27,"2,36%","15,64","422,28",0,26,"2,27%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"3636,32",116,1,"0,86%","421,81","421,81",0,1,"0,86%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"331,3",1272,40,"3,14%","10,54","421,42",1,38,"2,99%","2,5%",1,"421,42"
"7.0|km|Resistencia, Chaco",ARS,0,"133,68",3149,7,"0,22%","60,14","420,96",0,7,"0,22%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"60,02",6998,177,"2,53%","2,37","420,04",0,143,"2,04%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"63,23",6643,138,"2,08%","3,04","420,02",0,104,"1,57%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"25,61",16366,35,"0,21%","11,98","419,16","2,11",35,"0,21%","6,02%","2,11","198,8"
"3.0|km|Chimbas, San Juan",ARS,0,"116,23",3606,68,"1,89%","6,16","419,14",2,65,"1,8%","1,47%",1,"419,14"
Ciudad de Corrientes,ARS,0,"476,95",878,61,"6,95%","6,87","418,77",0,21,"2,39%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,"0,32",80,5218,2511,"48,12%","0,17","417,44",1,4,"0,08%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"540,62",772,50,"6,48%","8,35","417,36",0,50,"6,48%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"304,59",1370,60,"4,38%","6,95","417,29",1,43,"3,14%","1,67%",1,"417,29"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"50,5",8228,207,"2,52%","2,01","415,52","90,99",207,"2,52%","15,11%","31,28","13,28"
"3.0|km|Chimbas, San Juan",ARS,0,"365,29",1136,45,"3,96%","9,22","414,96","76,36",31,"2,73%","6,9%","3,11","133,56"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"141,7",2924,0,0%,0,"414,33",0,0,0%,0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"486,3",852,33,"3,87%","12,56","414,33",0,29,"3,4%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"220,63",1872,98,"5,24%","4,21","413,02",0,92,"4,91%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"479,98",860,49,"5,7%","8,42","412,78",0,35,"4,07%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"639,12",644,55,"8,54%","7,48","411,59","20,11",24,"3,73%",0%,0,0
Posadas,ARS,0,"142,72",2883,153,"5,31%","2,69","411,45",62,69,"2,39%","2,61%",4,"102,86"
"Rafaela, Provincia de Santa Fe",ARS,0,"48,49",8481,30,"0,35%","13,71","411,26","50,86",30,"0,35%","169,53%","50,86","8,09"
"5.0|km|Fontana, Chaco",ARS,0,"43,82",9370,23,"0,25%","17,85","410,61","1,81",23,"0,25%","7,87%","1,81","226,75"
"3.0|km|Guaymallén, Mendoza",ARS,0,"33,79",12147,47,"0,39%","8,73","410,45","6,39",47,"0,39%","7,21%","3,39","121,19"
"4.0|km|Yerba Buena, Tucumán",ARS,0,"33,58",12219,10,"0,08%","41,03","410,34",0,10,"0,08%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"309,11",1323,123,"9,3%","3,32","408,96",7,123,"9,3%","4,88%",6,"68,16"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"42,08",9695,19,"0,2%","21,47","407,94",1,19,"0,2%",0%,0,0
"13.0|km|Villa Allende, Córdoba",ARS,0,"45,95",8874,258,"2,91%","1,58","407,78","31,89",258,"2,91%","2,27%","5,86","69,55"
"Rafaela, Provincia de Santa Fe",ARS,0,"45,64",8935,10,"0,11%","40,78","407,76",1,10,"0,11%",0%,0,0
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"141,51",2879,34,"1,18%","11,98","407,41",0,32,"1,11%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"368,98",1103,27,"2,45%","15,07","406,99","1,87",10,"0,91%","3,21%","0,87","469,88"
"Rafaela, Provincia de Santa Fe",ARS,0,"34,63",11673,47,"0,4%","8,6","404,24","8,21",47,"0,4%","17,47%","8,21","49,22"
"3.0|km|Alderetes, Tucumán",ARS,0,"254,04",1590,108,"6,79%","3,74","403,92",0,108,"6,79%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"202,19",1990,91,"4,57%","4,42","402,36",6,91,"4,57%","6,59%",6,"67,06"
"Mendoza, Provincia de Mendoza",ARS,0,"122,83",3273,171,"5,22%","2,35","402,04",13,147,"4,49%",0%,0,0
"5.0|km|Godoy Cruz, Mendoza",ARS,0,"120,48",3336,13,"0,39%","30,92","401,92","6,24",13,"0,39%","47,98%","6,24","64,44"
"San Juan, Provincia de San Juan",ARS,0,"657,94",610,40,"6,56%","10,03","401,35",0,15,"2,46%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"50,37",7967,29,"0,36%","13,84","401,31","4,08",29,"0,36%","0,29%","0,08","4829,69"
"Villa María, Córdoba, Argentina",ARS,0,"231,36",1733,9,"0,52%","44,55","400,94",0,9,"0,52%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"997,36",402,19,"4,73%","21,1","400,94",0,19,"4,73%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"412,34",972,28,"2,88%","14,31","400,79",0,28,"2,88%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"196,18",2034,101,"4,97%","3,95","399,02",2,99,"4,87%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"59,72",6680,15,"0,22%","26,6","398,96",1,15,"0,22%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"11732,94",34,6,"17,65%","66,49","398,92",0,6,"17,65%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"531,63",747,89,"11,91%","4,46","397,13",1,82,"10,98%",0%,0,0
Posadas,ARS,0,"75,23",5272,150,"2,85%","2,64","396,63","26,17",150,"2,85%","2,45%","3,67",108
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"662,13",596,47,"7,89%","8,4","394,63",0,27,"4,53%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"50,14",7856,30,"0,38%","13,13","393,88",0,30,"0,38%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"378,46",1040,68,"6,54%","5,79","393,59",1,36,"3,46%","1,47%",1,"393,59"
"3.0|km|Maipú, Mendoza",ARS,0,"49,17",7997,16,"0,2%","24,57","393,19",0,16,"0,2%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"622,84",631,41,"6,5%","9,59","393,01",2,39,"6,18%","4,88%",2,"196,51"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"251,07",1565,11,"0,7%","35,72","392,93",0,11,"0,7%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"350,96",1119,113,"10,1%","3,48","392,73",33,109,"9,74%","25,66%",29,"13,54"
"7.0|km|Maipú, Mendoza",ARS,0,"421,73",931,3,"0,32%","130,88","392,63",6,3,"0,32%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"429,01",915,52,"5,68%","7,55","392,54",3,32,"3,5%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"63,4",6179,27,"0,44%","14,51","391,72","73,97",27,"0,44%","0,36%","0,1","3999,05"
"5.0|millas|Encarnación, Paraguay",ARS,0,"98,33",3982,27,"0,68%","14,5","391,56",0,27,"0,68%",0%,0,0
"3.0|km|Gobernador Gálvez, Santa Fe",ARS,0,"39,68",9864,46,"0,47%","8,51","391,44",0,46,"0,47%",0%,0,0
"2.0|km|Guaymallén, Mendoza",ARS,0,"80,14",4878,4,"0,08%","97,74","390,94",0,4,"0,08%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"102,09",3823,20,"0,52%","19,51","390,3","2,5",20,"0,52%",5%,1,"390,3"
"4.0|km|Fontana, Chaco",ARS,0,"295,92",1317,83,"6,3%","4,7","389,72",2,47,"3,57%","2,41%",2,"194,86"
"Rafaela, Provincia de Santa Fe",ARS,0,"149,57",2605,3,"0,12%","129,88","389,64",2,3,"0,12%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"291,2",1332,23,"1,73%","16,86","387,87",0,23,"1,73%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"600,58",644,41,"6,37%","9,43","386,77",0,35,"5,43%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"33,42",11537,49,"0,42%","7,87","385,56","0,99",49,"0,42%","2,03%","0,99","388,31"
"3.0|km|Guaymallén, Mendoza",ARS,0,"85,04",4525,3,"0,07%","128,26","384,79",0,3,"0,07%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"168,39",2283,99,"4,34%","3,88","384,44",5,97,"4,25%","4,04%",4,"96,11"
"4.0|km|Fontana, Chaco",ARS,0,"363,99",1056,35,"3,31%","10,98","384,37",17,31,"2,94%","48,57%",17,"22,61"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"78,32",4892,1,"0,02%","383,13","383,13",0,1,"0,02%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"225,3",1698,88,"5,18%","4,35","382,56",4,87,"5,12%","2,27%",2,"191,28"
"3.0|km|Hiper Super, Santiago del Estero",ARS,0,"79,81",4792,2,"0,04%","191,23","382,45",0,2,"0,04%",0%,0,0
"2.0|km|Maipú, Mendoza",ARS,0,"76,11",5015,6,"0,12%","63,61","381,67",2,6,"0,12%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"39,88",9566,14,"0,15%","27,25","381,5",0,14,"0,15%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"519,53",732,38,"5,19%","10,01","380,3",0,29,"3,96%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"382,28",994,9,"0,91%","42,22","379,99",0,9,"0,91%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"665,4",571,34,"5,95%","11,17","379,94",0,9,"1,58%",0%,0,0
"3.0|km|Resistencia, Chaco",ARS,0,"77,37",4901,5,"0,1%","75,84","379,19",0,5,"0,1%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"415,3",913,38,"4,16%","9,98","379,17",0,38,"4,16%",0%,0,0
4.0|km|Santiago del Estero,ARS,0,"19,91",19007,23,"0,12%","16,45","378,42",0,23,"0,12%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"282,85",1334,67,"5,02%","5,63","377,32",1,63,"4,72%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"149,7",2515,93,"3,7%","4,05","376,49",4,93,"3,7%","3,23%",3,"125,5"
"3.0|km|Maipú, Mendoza",ARS,0,"1201,75",313,10,"3,19%","37,61","376,15",1,9,"2,88%",10%,1,"376,15"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"69,8",5386,10,"0,19%","37,6","375,95",0,10,"0,19%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"31,36",11927,49,"0,41%","7,63","373,97","7,01",49,"0,41%","6,15%","3,01","124,09"
"3.0|km|Yerba Buena, Tucumán",ARS,0,39,9582,19,"0,2%","19,67","373,7",0,19,"0,2%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"82,4",4532,1,"0,02%","373,43","373,43",0,1,"0,02%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"119,76",3114,138,"4,43%","2,7","372,92",5,138,"4,43%","3,62%",5,"74,58"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"78,55",4701,66,"1,4%","5,59","369,25",0,66,"1,4%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"346,36",1066,65,"6,1%","5,68","369,22",0,15,"1,41%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"108,62",3381,2,"0,06%","183,63","367,26",0,2,"0,06%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"209,03",1756,91,"5,18%","4,03","367,05",0,88,"5,01%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"361,83",1014,39,"3,85%","9,41","366,9",2,39,"3,85%","5,13%",2,"183,45"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"551,48",665,47,"7,07%","7,8","366,73",1,26,"3,91%",0%,0,0
"3.0|km|Obanta, Tucumán",ARS,0,"380,49",963,10,"1,04%","36,64","366,41",7,10,"1,04%",70%,7,"52,34"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"118,42",3087,16,"0,52%","22,85","365,58",0,16,"0,52%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"430,11",848,65,"7,67%","5,61","364,73",6,54,"6,37%","9,23%",6,"60,79"
"2.0|km|Villa Krause, San Juan",ARS,0,"312,39",1167,64,"5,48%","5,7","364,56",2,64,"5,48%","3,13%",2,"182,28"
"Resistencia, Provincia del Chaco",ARS,0,"41,07",8876,11,"0,12%","33,14","364,52",0,11,"0,12%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"2273,06",160,5,"3,13%","72,74","363,69",0,5,"3,13%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"293,83",1237,84,"6,79%","4,33","363,47",4,84,"6,79%","2,38%",2,"181,74"
"San Juan, Provincia de San Juan",ARS,0,"170,78",2127,13,"0,61%","27,94","363,25",0,13,"0,61%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"74,22",4885,18,"0,37%","20,14","362,55","5,5",18,"0,37%",0%,0,0
"Rosario, Provincia de Santa Fe",ARS,0,"178,67",2026,56,"2,76%","6,46","361,99",0,13,"0,64%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"111,07",3257,3,"0,09%","120,59","361,76",1,3,"0,09%",0%,0,0
"3.0|km|Obanta, Tucumán",ARS,0,"53,12",6797,16,"0,24%","22,57","361,06",0,16,"0,24%",0%,0,0
"2.0|km|Vaqueros, Salta",ARS,0,"723,49",499,39,"7,82%","9,26","361,02",0,29,"5,81%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"37,44",9620,174,"1,81%","2,07","360,14",8,173,"1,8%","2,87%",5,"72,03"
"5.0|km|La Banda, Santiago del Estero",ARS,0,"39,64",9083,20,"0,22%",18,"360,04","61,16",20,"0,22%","20,79%","4,16","86,61"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"46,27",7757,48,"0,62%","7,48","358,91","3,02",48,"0,62%","6,3%","3,02","118,65"
"2.0|km|Manantial, Tucumán",ARS,0,"366,46",979,84,"8,58%","4,27","358,76",0,84,"8,58%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"58,98",6080,31,"0,51%","11,57","358,61","15,98",31,"0,51%","48,32%","14,98","23,94"
"2.0|km|Villa Krause, San Juan",ARS,0,"264,13",1356,51,"3,76%","7,02","358,16",1,51,"3,76%","1,96%",1,"358,16"
"5.0|km|Vaqueros, Salta",ARS,0,"34,86",10267,17,"0,17%","21,05","357,93",1,17,"0,17%","5,88%",1,"357,93"
"3.0|km|Guaymallén, Mendoza",ARS,0,"79,42",4506,9,"0,2%","39,76","357,87",0,9,"0,2%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"57,83",6185,6,"0,1%","59,61","357,67",0,6,"0,1%",0%,0,0
"2.0|km|Vaqueros, Salta",ARS,0,"3687,01",97,7,"7,22%","51,09","357,64",2,7,"7,22%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"36,81",9708,48,"0,49%","7,44","357,33","2,71",48,"0,49%","3,55%","1,71","209,55"
"3.0|km|Rivadavia, San Juan",ARS,0,"153,53",2326,126,"5,42%","2,83","357,12",12,118,"5,07%","7,94%",10,"35,71"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"474,31",752,40,"5,32%","8,92","356,68",0,18,"2,39%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"83,34",4269,35,"0,82%","10,17","355,79",3,35,"0,82%","8,57%",3,"118,6"
"2.0|km|Villa Krause, San Juan",ARS,0,"435,86",816,43,"5,27%","8,27","355,66",2,40,"4,9%",0%,0,0
"5.0|km|Villa Nueva, Córdoba",ARS,0,"67,78",5246,14,"0,27%","25,4","355,57",0,14,"0,27%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"32,46",10940,45,"0,41%","7,89","355,09",3,45,"0,41%","6,67%",3,"118,36"
"Encarnación, Itapúa, Paraguay",ARS,0,"49,37",7190,174,"2,42%","2,04","354,95",1,167,"2,32%",0%,0,0
"2.0|km|Vaqueros, Salta",ARS,0,"1287,35",275,19,"6,91%","18,63","354,02",0,18,"6,55%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"459,13",770,31,"4,03%","11,4","353,53",2,15,"1,95%","6,45%",2,"176,76"
"2.0|km|Villa Krause, San Juan",ARS,0,"268,48",1314,42,"3,2%","8,4","352,79",1,42,"3,2%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"18,66",18875,50,"0,26%","7,04","352,2",1,50,"0,26%",2%,1,"352,2"
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"273,81",1283,37,"2,88%","9,49","351,3",0,37,"2,88%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"29,58",11864,30,"0,25%","11,7","350,99",1,30,"0,25%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"357,6",981,55,"5,61%","6,38","350,8",14,41,"4,18%","1,82%",1,"350,8"
"3.0|km|Maipú, Mendoza",ARS,0,"49,84",7012,13,"0,19%","26,88","349,47",1,13,"0,19%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"327,65",1066,81,"7,6%","4,31","349,28",3,81,"7,6%","3,7%",3,"116,43"
Ciudad de Santiago del Estero,ARS,0,"73,08",4778,5,"0,1%","69,84","349,19",0,5,"0,1%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"48,32",7219,9,"0,12%","38,76","348,83",0,9,"0,12%",0%,0,0
"2.0|km|Vaqueros, Salta",ARS,0,"515,24",677,36,"5,32%","9,69","348,82",0,34,"5,02%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"28,98",12029,61,"0,51%","5,72","348,63","5,82",61,"0,51%","9,55%","5,82","59,86"
"4.0|km|Fontana, Chaco",ARS,0,"318,79",1090,61,"5,6%","5,7","347,48",0,58,"5,32%",0%,0,0
